School,SchlID,last_reported_type,inferred_type,Enrollment,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,elementary_enrollment,elementary_middle_enrollment,middle_enrollment,high_enrollment,elementary_pct,elementary_middle_pct,middle_pct,high_pct,has_grade78,has_lower_elem,has_high_grades,inferred_grade_type,final_type,final_type_note
EASTWOOD ELEMENTARY SCHOOL,056242,Elementary,elementary,627.4615384615385,90.92307692307692,89.23076923076923,92.07692307692308,90.92307692307692,89.53846153846153,90.46153846153848,84.30769231,0,0,0,0,0,0,0,627.4615384615385,627.4615384615385,84.30769231,0,1,1,0.1343631236974377,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MOUNTAINEER MIDDLE SCHOOL,056301,Middle,middle,587.375,0,0,0,0,0,0,0,197.5,198.25,191.625,0,0,0,0,197.5,587.375,587.375,0,0.3362417535645882,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
WESTWOOD MIDDLE SCHOOL,056302,Middle,middle,386.5625,0,0,0,0,0,0,0,128.8125,128.875,128.875,0,0,0,0,128.8125,386.5625,386.5625,0,0.3332255456750202,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
SOUTH MIDDLE SCHOOL,056401,Middle,middle,754.5625,0,0,0,0,0,0,0,252.75,251.4375,250.375,0,0,0,0,252.75,754.5625,754.5625,0,0.3349623125983599,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
SUNCREST MIDDLE SCHOOL,056402,Middle,middle,491.25,0,0,0,0,0,0,0,163.3125,162.8125,165.125,0,0,0,0,163.3125,491.25,491.25,0,0.332442748,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
CLAY-BATTELLE HIGH SCHOOL,056501,Secondary,high,395.1875,0,0,0,0,0,0,0,53.0625,53.8125,55.6875,57,57.9375,58.3125,59.375,53.0625,162.5625,162.5625,232.625,0.1342717064684485,0.411355369,0.411355369,0.588644631,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
MORGANTOWN HIGH SCHOOL,056502,Secondary,high,1775.875,0,0,0,0,0,0,0,0,0,0,469.8125,468.5625,429.625,407.875,0,0,0,1775.875,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
UNIVERSITY HIGH SCHOOL,056503,Secondary,high,1299,0,0,0,0,0,0,0,0,0,0,339.125,339.9375,316.875,303.0625,0,0,0,1299,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
EXCEL CENTER,056599,Alternative,alternative,55.5,2,2.5,3,2.5,2.5,3,3,2.5,4,4,2.5,9.5,10.5,4,21,29,13.5,26.5,0.3783783783783784,0.5225225225225225,0.2432432432432432,0.4774774774774775,TRUE,TRUE,TRUE,other,alternative,unchanged: last_reported_type or name-inferred type is Alternative
PETERSTOWN ELEMENTARY,057202,Elementary,elementary,426.0625,60.6875,71.6875,73.1875,72.9375,72.5,75.0625,0,0,0,0,0,0,0,0,426.0625,426.0625,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MOUNTAIN VIEW ELEMENTARY & MIDDLE,057204,Middle,elementary + middle,512.0625,44.0625,49.75,50.1875,49.5,51.875,52.8125,53,53.75,54.4375,52.6875,0,0,0,0,404.9375,512.0625,213.875,0,0.790797022,1,0.4176736238252166,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
PETERSTOWN MIDDLE SCHOOL,057301,Middle,middle,307.1875,0,0,0,0,0,0,74.5,77,77.8125,77.875,0,0,0,0,151.5,307.1875,307.1875,0,0.4931841302136317,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
JAMES MONROE HIGH SCHOOL,057503,Secondary,high,493.5625,0,0,0,0,0,0,0,0,0,0,142.9375,123.5,109.125,118,0,0,0,493.5625,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
GREENWOOD ELEMENTARY SCHOOL,058202,,elementary,53.833333333333336,0.1666666666666666,9,9.833333333333334,8.5,9.5,9.166666666666666,7.666666666666667,0,0,0,0,0,0,0,53.833333333333336,53.833333333333336,7.666666666666667,0,1,1,0.1424148606811145,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
PAW PAW ELEMENTARY SCHOOL,058204,Elementary,elementary,95.8125,0.0625,12.8125,13.375,13.3125,13.3125,13.6875,14.625,14.625,0,0,0,0,0,0,95.8125,95.8125,29.25,0,1,1,0.3052837573385518,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PLEASANT VIEW ELEMENTARY SCHOOL,058205,Elementary,elementary,124,0.0625,20.625,20.625,20.8125,20.875,20.8125,20.1875,0,0,0,0,0,0,0,124,124,20.1875,0,1,1,0.1628024193548387,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WIDMYER ELEMENTARY,058207,Primary,elementary,472.8125,113.0625,118.75,120.875,120.125,0,0,0,0,0,0,0,0,0,0,472.8125,472.8125,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
WARM SPRINGS INTERMEDIATE SCHOOL,058208,Elementary,middle,378.3125,0,0,0,0,122.4375,124.5625,131.3125,0,0,0,0,0,0,0,378.3125,378.3125,131.3125,0,1,1,0.3471006112671402,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary; inferred_type=middle (name-based) overridden — grade data confirms elementary
WARM SPRINGS MIDDLE SCHOOL,058301,Middle,middle,476.75,0,0,0,0,0,0,0,156.75,159.25,160.75,0,0,0,0,156.75,476.75,476.75,0,0.3287886733088621,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
BERKELEY SPRINGS HIGH SCHOOL,058501,Secondary,high,679.0625,0,0,0,0,0,0,0,0,0,0,184.875,172.125,158.5,163.5625,0,0,0,679.0625,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
PAW PAW HIGH SCHOOL,058502,Secondary,high,86.1875,0,0,0,0,0,0,0,0,14.5625,14.8125,16,14.1875,13.9375,12.6875,0,29.375,29.375,56.8125,0,0.3408266860043509,0.3408266860043509,0.659173314,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
ANAWALT ELEMENTARY SCHOOL,060203,,elementary,93.55555555555556,9.111111111,13.88888888888889,13.333333333333334,13.555555555555555,14.333333333333334,15,14.333333333333334,0,0,0,0,0,0,0,93.55555555555556,93.55555555555556,14.333333333333334,0,1,1,0.1532066508313539,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
BRADSHAW ELEMENTARY SCHOOL,060206,Elementary,elementary,246.5,26.875,37.9375,36.0625,36.625,36.5,36.75,35.75,0,0,0,0,0,0,0,246.5,246.5,35.75,0,1,1,0.1450304259634888,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
FALL RIVER ELEMENTARY SCHOOL,060210,Elementary,elementary,145.2,19.066666666666663,22,21.8,20.066666666666663,20.2,20.866666666666667,21.2,0,0,0,0,0,0,0,145.2,145.2,21.2,0,1,1,0.1460055096418732,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
IAEGER ELEMENTARY SCHOOL,060213,Elementary,elementary,260.5625,27.5,38.75,38.75,37.8125,39,39.8125,38.9375,0,0,0,0,0,0,0,260.5625,260.5625,38.9375,0,1,1,0.1494363156632286,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
KIMBALL ELEMENTARY SCHOOL,060217,Elementary,elementary,220.26666666666668,26.2,30,31.133333333333333,32.333333333333336,32.86666666666667,32.6,35.13333333333333,0,0,0,0,0,0,0,220.26666666666668,220.26666666666668,35.13333333333333,0,1,1,0.159503632,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WELCH ELEMENTARY SCHOOL,060222,Elementary,elementary,272,29.933333333333334,42,39.06666666666667,39.86666666666667,40.8,40.266666666666666,40.06666666666667,0,0,0,0,0,0,0,272,272,40.06666666666667,0,1,1,0.1473039215686274,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SOUTHSIDE K-8,060223,Middle,elementary + middle,373.75,29.875,37,38.1875,38.875,39,38.1875,38.375,38.5625,38.5,37.1875,0,0,0,0,298.0625,373.75,152.625,0,0.7974916387959866,1,0.4083612040133779,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
COALFIELD ELEMENTARY SCHOOL,060224,Elementary,elementary,400,47,51,56,66,60,64,56,0,0,0,0,0,0,0,400,400,56,0,1,1,0.14,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SANDY RIVER MIDDLE SCHOOL,060304,Middle,middle,244.375,0,0,0,0,0,0,0,79.5625,81.6875,83.125,0,0,0,0,79.5625,244.375,244.375,0,0.3255754475703324,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
RIVER VIEW HIGH SCHOOL,060520,Secondary,high,466.6875,0,0,0,0,0,0,0,0,0,0,130.4375,124.5,104.125,107.625,0,0,0,466.6875,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
MOUNT VIEW HIGH SCHOOL,060527,Secondary,high,679.75,0,0,0,0,0,0,0,100,97.9375,99.25,102.5625,99.625,92.5,87.875,100,297.1875,297.1875,382.5625,0.1471129091577785,0.4372011769032732,0.4372011769032732,0.5627988230967267,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
BEAVER ELEMENTARY SCHOOL,062201,,elementary,125.33333333333331,22.33333333333333,21,19.666666666666668,18.33333333333333,17.666666666666668,14,12.333333333333334,0,0,0,0,0,0,0,125.33333333333331,125.33333333333331,12.333333333333334,0,1,1,0.098404255,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
BIRCH RIVER ELEMENTARY SCHOOL,062202,Elementary,elementary,91.625,10.5,12.3125,13.25,13.125,14.3125,14.25,13.875,0,0,0,0,0,0,0,91.625,91.625,13.875,0,1,1,0.1514324693042291,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
CHERRY RIVER ELEMENTARY SCHOOL,062204,Elementary,elementary,201,20.375,30.375,30.125,29.6875,29.625,30.3125,30.5,0,0,0,0,0,0,0,201,201,30.5,0,1,1,0.1517412935323383,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
CRAIGSVILLE ELEMENTARY SCHOOL,062205,,elementary,254.33333333333331,22.33333333333333,39.66666666666666,36.333333333333336,40,37.333333333333336,39,39.66666666666666,0,0,0,0,0,0,0,254.3333333333333,254.3333333333333,39.66666666666666,0,1,1,0.1559633027522935,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
DIXIE ELEMENTARY SCHOOL,062206,,elementary,70,4.833333333333333,9.5,11.333333333333334,10.833333333333334,9.833333333333334,11,12.666666666666666,0,0,0,0,0,0,0,70,70,12.666666666666666,0,1,1,0.1809523809523809,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
GLADE CREEK ELEMENTARY SCHOOL,062209,Elementary,elementary,149.625,17.125,21.125,21.1875,22,22.25,22.9375,23,0,0,0,0,0,0,0,149.625,149.625,23,0,1,1,0.1537176274018379,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
GAULEY RIVER ELEMENTARY SCHOOL,062210,Elementary,elementary,340.53846153846155,34.46153846153846,50.92307692307692,50,52,51.76923076923077,49.46153846153846,51.92307692307692,0,0,0,0,0,0,0,340.53846153846155,340.53846153846155,51.92307692307692,0,1,1,0.1524734583239213,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MOUNT LOOKOUT ELEMENTARY SCHOOL,062212,Elementary,elementary,134.75,18.625,19.6875,18.5625,19.3125,20.0625,19.4375,19.0625,0,0,0,0,0,0,0,134.75,134.75,19.0625,0,1,1,0.1414656771799629,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MOUNT NEBO ELEMENTARY SCHOOL,062213,Elementary,elementary,105.0625,0.6875,18.0625,17.1875,17.4375,17.0625,17.5,17.125,0,0,0,0,0,0,0,105.0625,105.0625,17.125,0,1,1,0.1629982153480071,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SUMMERSVILLE ELEMENTARY SCHOOL,062218,Elementary,elementary,385.25,58.625,56.875,56,52.9375,53.4375,53.4375,53.9375,0,0,0,0,0,0,0,385.25,385.25,53.9375,0,1,1,0.1400064892926671,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
ZELA ELEMENTARY SCHOOL,062219,Elementary,elementary,91.625,0.6875,14.75,14.9375,15.1875,15.4375,15.0625,15.5625,0,0,0,0,0,0,0,91.625,91.625,15.5625,0,1,1,0.169849932,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PANTHER CREEK ELEMENTARY SCHOOL,062220,Elementary,elementary,250.875,27.625,38.125,37.8125,37.875,37.6875,36.25,35.5,0,0,0,0,0,0,0,250.875,250.875,35.5,0,1,1,0.1415047334329845,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
RICHWOOD MIDDLE SCHOOL,062401,Middle,middle,259.5625,0,0,0,0,0,0,0,86,87,86.5625,0,0,0,0,86,259.5625,259.5625,0,0.3313267517457259,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
SUMMERSVILLE MIDDLE SCHOOL,062402,Middle,middle,547.5625,0,0,0,0,0,0,0,179.0625,182.375,186.125,0,0,0,0,179.0625,547.5625,547.5625,0,0.3270174637598447,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
NICHOLAS COUNTY HIGH SCHOOL,062501,Secondary,high,711.1875,0,0,0,0,0,0,0,0,0,0.0625,185.625,182.5,175.1875,167.8125,0,0.0625,0.0625,711.125,0,8.788118463836892e-05,8.788118463836892e-05,0.9999121188153616,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
RICHWOOD HIGH SCHOOL,062502,Secondary,high,362.375,0,0,0,0,0,0,0,0,0,0,89.625,91.875,90.9375,89.9375,0,0,0,362.375,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
NICHOLAS COUNTY CAREER/TECHNICAL CENTER,062701,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,FALSE,FALSE,TRUE,high,high,no last_reported_type; inferred_grade_type=high (name: nan)
BETHLEHEM ELEMENTARY SCHOOL,064201,Elementary,elementary,125.3125,12.3125,19.5625,18.625,19.1875,19.25,18.5625,17.8125,0,0,0,0,0,0,0,125.3125,125.3125,17.8125,0,1,1,0.142144638,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
ELM GROVE ELEMENTARY SCHOOL,064203,Elementary,elementary,364.375,35.3125,57.8125,55.0625,56.6875,54.25,53.0625,52.1875,0,0,0,0,0,0,0,364.375,364.375,52.1875,0,1,1,0.1432246998284734,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MADISON ELEMENTARY SCHOOL,064205,Elementary,elementary,265.1875,48.625,44.6875,37,38.375,32.875,32.3125,31.3125,0,0,0,0,0,0,0,265.1875,265.1875,31.3125,0,1,1,0.1180768324298845,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MIDDLE CREEK ELEMENTARY SCHOOL,064206,Elementary,elementary + middle,289,27.5625,48.9375,41,42.875,43.25,43.125,42.25,0,0,0,0,0,0,0,289,289,42.25,0,1,1,0.1461937716262975,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary; inferred_type=elementary + middle (name-based) overridden — grade data confirms elementary
RITCHIE ELEMENTARY SCHOOL,064209,Elementary,elementary,295.625,29.125,44.5625,43.6875,42.6875,46.125,45.625,43.8125,0,0,0,0,0,0,0,295.625,295.625,43.8125,0,1,1,0.1482029598308668,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
STEENROD ELEMENTARY SCHOOL,064210,Elementary,elementary,287.5625,31.4375,38.4375,41.5625,41.875,42.8125,45.1875,46.25,0,0,0,0,0,0,0,287.5625,287.5625,46.25,0,1,1,0.1608346011736579,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WEST LIBERTY ELEMENTARY SCHOOL,064212,Elementary,elementary,116.4375,8.625,18.3125,18.3125,18.125,17.8125,17.5,17.75,0,0,0,0,0,0,0,116.4375,116.4375,17.75,0,1,1,0.1524422973698336,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WOODSDALE ELEMENTARY SCHOOL,064213,Elementary,elementary,444.5625,57,65.75,64.625,63.625,64.625,64.25,64.6875,0,0,0,0,0,0,0,444.5625,444.5625,64.6875,0,1,1,0.1455082243778996,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WARWOOD ELEMENTARY SCHOOL,064214,Elementary,elementary,292,29,39.5,42,44.5,46,48,43,0,0,0,0,0,0,0,292,292,43,0,1,1,0.1472602739726027,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
BRIDGE STREET MIDDLE SCHOOL,064301,Middle,middle,304.25,0,0,0,0,0,0,0,99.3125,101.5,103.4375,0,0,0,0,99.3125,304.25,304.25,0,0.32641742,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
TRIADELPHIA MIDDLE SCHOOL,064302,Middle,middle,416.1875,0,0,0,0,0,0,0,136.6875,138.6875,140.8125,0,0,0,0,136.6875,416.1875,416.1875,0,0.3284276918456225,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
WARWOOD SCHOOL,064303,Middle,,550.7142857142857,39.71428571428572,53.642857142857146,46.92857142857143,46.71428571428572,47.642857142857146,48.71428571428572,49.785714285714285,70.07142857142857,74.07142857142857,73.42857142857143,0,0,0,0,403.2142857142857,550.7142857142858,267.35714285714283,0,0.7321660181582361,1.0000000000000002,0.485473411,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
WHEELING MIDDLE SCHOOL,064304,Middle,middle,189.1875,0,0,0,0,0,0,0,63.9375,63.0625,62.1875,0,0,0,0,63.9375,189.1875,189.1875,0,0.3379583746283449,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
WARWOOD MIDDLE SCHOOL,064305,Middle,middle,181,0,0,0,0,0,0,0,58,60,63,0,0,0,0,58,181,181,0,0.3204419889502762,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
WHEELING PARK HIGH SCHOOL,064501,Secondary,high,1535.75,0,0,0,0,0,0,0,0,0,0,395.375,388.5625,381.8125,370,0,0,0,1535.75,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
BRANDYWINE ELEMENTARY SCHOOL,066201,Elementary,elementary,116.0625,13.25,15.8125,14.625,14.3125,14.875,14.3125,14.3125,14.5625,0,0,0,0,0,0,116.0625,116.0625,28.875,0,1,1,0.2487883683360258,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
FRANKLIN ELEMENTARY SCHOOL,066202,Elementary,elementary,290.5625,35.875,34.125,35.875,36.125,35.6875,36.375,37.375,39.125,0,0,0,0,0,0,290.5625,290.5625,76.5,0,1,1,0.2632824263282426,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
NORTH FORK ELEMENTARY SCHOOL,066205,Elementary,elementary,107.0625,11.0625,13.875,13.875,13.5625,14.1875,13.625,13.5625,13.3125,0,0,0,0,0,0,107.0625,107.0625,26.875,0,1,1,0.2510215995329831,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PENDLETON COUNTY MIDDLE/HIGH SCHOOL,066502,Secondary,high,412.25,0,0,0,0,0,0,0,0,67.875,68.9375,70.6875,70.0625,68.0625,66.625,0,136.8125,136.8125,275.4375,0,0.3318677986658581,0.3318677986658581,0.6681322013341419,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
BELMONT ELEMENTARY,067201,Elementary,elementary,213.625,33.4375,37.125,37.1875,34.8125,34.4375,36.625,0,0,0,0,0,0,0,0,213.625,213.625,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SAINT MARYS ELEMENTARY SCHOOL,067202,Elementary,elementary,240.6875,36.0625,39.75,42,40.875,41.25,40.75,0,0,0,0,0,0,0,0,240.6875,240.6875,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
PLEASANTS COUNTY MIDDLE SCHOOL,067301,Middle,middle,323.9375,0,0,0,0,0,0,78.375,80.125,82.25,83.1875,0,0,0,0,158.5,323.9375,323.9375,0,0.4892919158788346,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
SAINT MARYS HIGH SCHOOL,067501,Secondary,high,356.75,0,0,0,0,0,0,0,0,0,0,90.75,88.1875,87.0625,90.75,0,0,0,356.75,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
HILLSBORO ELEMENTARY SCHOOL,069101,Elementary,elementary,84.125,11.0625,11.8125,11.5625,12.0625,13.5,12.8125,11.3125,0,0,0,0,0,0,0,84.125,84.125,11.3125,0,1,1,0.1344725111441307,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
GREEN BANK ELEMENTARY-MIDDLE SCHOOL,069102,Middle,elementary + middle,241.875,17.8125,24.5625,25.0625,23.6875,24.0625,24.875,24.6875,25.125,26.25,25.75,0,0,0,0,189.875,241.875,101.8125,0,0.7850129198966408,1,0.4209302325581395,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
MARLINTON ELEMENTARY SCHOOL,069202,Elementary,elementary,225.4375,28.0625,33.875,34.375,34.25,34.3125,35.25,25.3125,0,0,0,0,0,0,0,225.4375,225.4375,25.3125,0,1,1,0.1122816745217632,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MARLINTON MIDDLE SCHOOL,069302,Middle,middle,157.125,0,0,0,0,0,0,11.5,48.4375,48.8125,48.375,0,0,0,0,59.9375,157.125,157.125,0,0.3814638027048528,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
POCAHONTAS COUNTY HIGH SCHOOL,069501,Secondary,high,306.375,0,0,0,0,0,0,0,0,0,0,81.3125,77.625,76.375,71.0625,0,0,0,306.375,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
AURORA ELEMENTARY,070101,Middle,elementary,152.75,14.875,19.3125,16.6875,16.25,15.5,15.75,15.5625,14.625,12.375,11.8125,0,0,0,0,128.5625,152.75,54.375,0,0.8416530278232406,1,0.3559738134206219,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
ROWLESBURG SCHOOL,070103,Middle,,96.06666666666666,2.933333333333333,8.066666666666666,9.266666666666667,9.733333333333333,10.266666666666667,10.333333333333334,11.533333333333331,11.666666666666666,10.8,11.466666666666669,0,0,0,0,73.8,96.06666666666666,45.46666666666667,0,0.7682165163081194,1,0.4732824427480916,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
BRUCETON SCHOOL,070104,Middle,,607.9375,54.375,63.25,63.5625,64.875,63.0625,63.1875,60.4375,59.5,58.9375,56.75,0,0,0,0,492.25,607.9375,235.625,0,0.8097049449984579,1,0.3875809602138377,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
TERRA ALTA/EAST PRESTON,070105,Middle,,361.75,26.25,37,37.5625,37.375,37.6875,36.8125,36.625,35.125,37.6875,39.625,0,0,0,0,284.4375,361.75,149.0625,0,0.7862819626814098,1,0.4120594333102971,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
SOUTH PRESTON SCHOOL,070106,Middle,,353.25,25.25,30.916666666666668,31.58333333333333,31.58333333333333,31,32.583333333333336,34.416666666666664,46.16666666666666,46,43.75,0,0,0,0,263.5,353.25,170.33333333333331,0,0.745930644,1,0.4821891955649917,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
WEST PRESTON SCHOOL,070107,Middle,,678.8,52.4,67.1,66.8,69.7,69.1,69.7,70.2,70.3,71.9,71.6,0,0,0,0,535.3,678.8,284,0,0.7885975250441957,1,0.4183853859752505,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
FELLOWSVILLE ELEMENTARY,070203,Elementary,elementary,98.46666666666668,9.733333333333333,15.133333333333333,14.466666666666669,14.733333333333333,15.466666666666669,15.066666666666666,13.866666666666667,0,0,0,0,0,0,0,98.46666666666668,98.46666666666668,13.866666666666667,0,1,1,0.1408259986459038,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
