School,SchlID,last_reported_type,inferred_type,Enrollment,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,elementary_enrollment,elementary_middle_enrollment,middle_enrollment,high_enrollment,elementary_pct,elementary_middle_pct,middle_pct,high_pct,has_grade78,has_lower_elem,has_high_grades,inferred_grade_type,final_type,final_type_note
SAND HILL ELEMENTARY SCHOOL,048209,Elementary,elementary,55.9375,1.125,10.3125,8.5,8.9375,9.0625,9.1875,8.6875,0.125,0,0,0,0,0,0,55.9375,55.9375,8.8125,0,1,1,0.1575418994413407,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WASHINGTON LANDS ELEMENTARY SCHOOL,048212,Elementary,elementary,308.75,35.4375,44.375,44.25,45,45.9375,46.75,47,0,0,0,0,0,0,0,308.75,308.75,47,0,1,1,0.1522267206477733,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
HILLTOP ELEMENTARY SCHOOL,048213,Elementary,elementary,393.375,42.25,59,55.875,57.5625,58.25,59.1875,61.25,0,0,0,0,0,0,0,393.375,393.375,61.25,0,1,1,0.1557038449316809,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MOUNDSVILLE MIDDLE SCHOOL,048401,Middle,middle,452.3125,0,0,0,0,0,0,0,148.125,150.875,153.3125,0,0,0,0,148.125,452.3125,452.3125,0,0.3274837639906038,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
SHERRARD MIDDLE SCHOOL,048402,Middle,middle,396.3125,0,0,0,0,0,0,0,131.8125,133.3125,131.1875,0,0,0,0,131.8125,396.3125,396.3125,0,0.3325973821163854,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
CAMERON HIGH SCHOOL,048501,Secondary,high,321.375,0,0,0,0,0,0,0,17.6875,47.875,50.5,51.5,51.5,52.25,50.0625,17.6875,116.0625,116.0625,205.3125,0.055036951,0.3611435239206534,0.3611435239206534,0.6388564760793466,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
JOHN MARSHALL HIGH SCHOOL,048502,Secondary,high,1088.0625,0,0,0,0,0,0,0,0,0,0,279.5,272.1875,268.0625,268.3125,0,0,0,1088.0625,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
GATEWAY ACHIEVEMENT CENTER,048503,Alternative,alternative,23.8125,0,0,0,0,0,0.0625,0.125,0.25,0.6875,0.9375,2,5.4375,7.0625,7.25,0.4375,2.0625,2,21.75,0.018372703,0.086614173,0.083989501,0.9133858267716536,TRUE,TRUE,TRUE,high,alternative,unchanged: last_reported_type or name-inferred type is Alternative
BEALE ELEMENTARY SCHOOL,049201,Elementary,elementary,263.25,29.75,33.625,32.9375,31.875,33.6875,33.1875,34.375,33.8125,0,0,0,0,0,0,263.25,263.25,68.1875,0,1,1,0.2590218423551756,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
LEON ELEMENTARY SCHOOL,049206,Elementary,elementary,145.0625,15,20.625,19.8125,18.6875,18.625,17.8125,17.3125,17.1875,0,0,0,0,0,0,145.0625,145.0625,34.5,0,1,1,0.2378285221887117,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
NEW HAVEN ELEMENTARY SCHOOL,049210,Elementary,elementary,481.5625,51.1875,60.4375,61.625,60.9375,61.5,61.5,62.125,62.25,0,0,0,0,0,0,481.5625,481.5625,124.375,0,1,1,0.2582738481505516,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
ROOSEVELT ELEMENTARY SCHOOL,049213,Elementary,elementary,259.3125,14.75,32.0625,33.875,35.5,34.4375,36.375,35.5,36.8125,0,0,0,0,0,0,259.3125,259.3125,72.3125,0,1,1,0.2788623764762593,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
ASHTON ELEMENTARY SCHOOL,049216,Elementary,elementary,364.5,36.3125,45.25,47.375,47.0625,46.3125,46.1875,47.875,48.125,0,0,0,0,0,0,364.5,364.5,96,0,1,1,0.2633744855967078,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
POINT PLEASANT PRIMARY SCHOOL,049217,Primary,elementary,379.0625,105.9375,93.125,91.125,88.875,0,0,0,0,0,0,0,0,0,0,379.0625,379.0625,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
POINT PLEASANT INTERMEDIATE SCHOOL,049218,Elementary,middle,353.3125,0,0,0,0,86.75,88.8125,88.9375,88.8125,0,0,0,0,0,0,353.3125,353.3125,177.75,0,1,1,0.503095701,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary; inferred_type=middle (name-based) overridden — grade data confirms elementary
HANNAN HIGH SCHOOL,049501,Secondary,high,257.5625,0,0,0,0,0,0,0,0,42.75,42.25,44.75,45,41.5625,41.25,0,85,85,172.5625,0,0.3300169861684057,0.3300169861684057,0.6699830138315943,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
POINT PLEASANT JUNIOR/SENIOR HIGH SCHOOL,049502,Secondary,high,1114.875,0,0,0,0,0,0,0,0,186.1875,187.125,193.1875,188.8125,181.1875,178.375,0,373.3125,373.3125,741.5625,0,0.3348469559367642,0.3348469559367642,0.6651530440632358,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
WAHAMA HIGH SCHOOL,049503,Secondary,high,384.25,0,0,0,0,0,0,0,0,63.8125,63.6875,66.375,66.0625,64.375,59.9375,0,127.5,127.5,256.75,0,0.3318152244632401,0.3318152244632401,0.6681847755367599,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
MASON COUNTY SCHOOL FOR SUCCESS,049505,Alternative,alternative,18.09090909090909,0,0,0,0,0,0,0,0,0.1818181818181818,1.4545454545454546,4.363636363636363,4.636363636363637,4.090909090909091,2.4545454545454546,0,1.6363636363636365,1.6363636363636365,15.545454545454543,0,0.090452261,0.090452261,0.8592964824120604,TRUE,FALSE,TRUE,high,alternative,unchanged: last_reported_type or name-inferred type is Alternative
ATHENS ELEMENTARY SCHOOL,051201,Elementary,elementary,279.5625,37.75,36.5625,36.5,38.1875,37.9375,38.3125,38.75,5.1875,4.8125,5.5625,0,0,0,0,269.1875,279.5625,54.3125,0,0.9628884417616812,1,0.1942767717415604,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Elementary but inferred_grade_type=elementary_middle (Gr 7-8 enrolment > 2 % of total); corrected to elementary_middle
BLUEWELL ELEMENTARY SCHOOL,051202,Elementary,elementary,197.13333333333333,18,33.333333333333336,30.33333333333333,30.466666666666665,29.53333333333333,28.466666666666665,27,0,0,0,0,0,0,0,197.13333333333333,197.13333333333333,27,0,1,1,0.1369631383158606,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
BRUSHFORK ELEMENTARY SCHOOL,051204,Elementary,elementary,188.2,0.066666667,34.2,32,31.33333333333333,31.133333333333333,30.6,28.866666666666667,0,0,0,0,0,0,0,188.2,188.2,28.866666666666667,0,1.0000000000000002,1.0000000000000002,0.1533829259652851,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
CERES ELEMENTARY SCHOOL,051205,Elementary,elementary,207.5,18.1875,35,32.875,32.125,29.5625,30.375,29.375,0,0,0,0,0,0,0,207.5,207.5,29.375,0,1,1,0.1415662650602409,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
GLENWOOD SCHOOL,051208,Middle,elementary + middle,673.8125,0,66.3125,69.125,70.3125,71.25,73.625,75.6875,84,82.5,81,0,0,0,0,510.3125,673.8125,323.1875,0,0.7573508950932195,1,0.4796401075966979,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
LASHMEET/MATOAKA ELEMENTARY SCHOOL,051210,Elementary,elementary,236.0625,28.3125,35.0625,32.375,31.6875,32.3125,33.5625,33.6875,2.625,3.3125,3.125,0,0,0,0,229.625,236.0625,42.75,0,0.9727296796399258,1,0.1810961080222398,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Elementary but inferred_grade_type=elementary_middle (Gr 7-8 enrolment > 2 % of total); corrected to elementary_middle
MELROSE ELEMENTARY SCHOOL,051212,Elementary,elementary,262.25,0,45.875,44,42.3125,45.0625,43.0625,41.9375,0,0,0,0,0,0,0,262.25,262.25,41.9375,0,1,1,0.1599142040038131,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MEMORIAL ELEMENTARY SCHOOL,051213,Primary,elementary,191.5,0,67.9,63.8,59.8,0,0,0,0,0,0,0,0,0,0,191.5,191.5,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
MERCER ELEMENTARY,051214,Elementary,elementary,320.625,0,0,0,0,106.0625,106.3125,108.25,0,0,0,0,0,0,0,320.625,320.625,108.25,0,1,1,0.3376218323586745,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MONTCALM ELEMENTARY SCHOOL,051215,Elementary,elementary,294.625,30.1875,35.6875,34.375,35.875,36.1875,37.1875,38.8125,46.3125,0,0,0,0,0,0,294.625,294.625,85.125,0,1,1,0.2889266016122189,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
OAKVALE SCHOOL,051216,Elementary,,155.1875,17.375,23,23.875,22.9375,21.5625,21,20.9375,1.5625,1.25,1.6875,0,0,0,0,152.25,155.1875,25.4375,0,0.9810712847362062,1,0.1639146194120016,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SPANISHBURG,051220,Elementary,,194.6875,17.5625,29.5,27.875,27.875,27.5625,28.1875,30.25,2.125,2.3125,1.4375,0,0,0,0,190.9375,194.6875,36.125,0,0.9807383627608348,1,0.185553772,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
STRALEY ELEMENTARY SCHOOL,051221,Elementary,elementary,170.5625,0,0,0,0,58.8125,57,54.75,0,0,0,0,0,0,0,170.5625,170.5625,54.75,0,1,1,0.3209967020886771,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SUN VALLEY ELEMENTARY SCHOOL,051222,Elementary,elementary,114.5625,0.0625,19.8125,19.0625,18.3125,18.9375,18.9375,19.4375,0,0,0,0,0,0,0,114.5625,114.5625,19.4375,0,1,1,0.1696672122204037,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WHITETHORN ELEMENTARY SCHOOL,051225,Primary,elementary,160.8,0,56.5,54.1,50.2,0,0,0,0,0,0,0,0,0,0,160.8,160.8,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
MERCER COUNTY EARLY LEARNING CENTER,051227,Primary,,316.8125,316.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,316.8125,316.8125,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
TIMBERWOOD ELEMENTARY SCHOOL,051230,Elementary,elementary,340,28,47,47,55,50,61,52,0,0,0,0,0,0,0,340,340,52,0,1,1,0.1529411764705882,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
BLUEFIELD INTERMEDIATE,051240,Elementary,middle,320.625,0,0,0,0,106.125,106.5625,107.9375,0,0,0,0,0,0,0,320.625,320.625,107.9375,0,1,1,0.3366471734892787,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary; inferred_type=middle (name-based) overridden — grade data confirms elementary
PRINCETON PRIMARY,051245,Primary,elementary,519.9375,0,175.0625,174.75,170.125,0,0,0,0,0,0,0,0,0,0,519.9375,519.9375,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
BLUEFIELD PRIMARY SCHOOL,051246,Primary,elementary,327.1666666666667,36,101.16666666666669,95.33333333333331,94.66666666666669,0,0,0,0,0,0,0,0,0,0,327.1666666666667,327.1666666666667,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
BLUEFIELD MIDDLE SCHOOL,051301,Middle,middle,500.6875,0,0,0,0,0,0,0,169.8125,167.75,163.125,0,0,0,0,169.8125,500.6875,500.6875,0,0.3391586568468356,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
PIKEVIEW MIDDLE SCHOOL,051302,Middle,middle,535.1333333333333,0,0,0,0,0,0,0,177.8,179.6,177.73333333333332,0,0,0,0,177.8,535.1333333333333,535.1333333333333,0,0.3322536439516632,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
PRINCETON MIDDLE SCHOOL,051403,Middle,middle,531.9375,0,0,0,0,0,0,0,180.1875,175.3125,176.4375,0,0,0,0,180.1875,531.9375,531.9375,0,0.3387381036305957,1,1,0,TRUE,FALSE,FALSE,middle,middle,last_reported=Middle
BLUEFIELD HIGH SCHOOL,051502,Secondary,high,645.1875,0,0,0,0,0,0,0,0,0,0,189.6875,163.125,148,144.375,0,0,0,645.1875,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
MONTCALM HIGH SCHOOL,051505,Secondary,high,301.1875,0,0,0,0,0,0,0,0,51.1875,51.25,55.25,49.5625,47,46.9375,0,102.4375,102.4375,198.75,0,0.3401120564432455,0.3401120564432455,0.6598879435567545,TRUE,FALSE,TRUE,high,high,last_reported=Secondary
PRINCETON SENIOR HIGH SCHOOL,051507,Secondary,high,997.3125,0,0,0,0,0,0,0,0,0,0,287,257.4375,226.0625,226.8125,0,0,0,997.3125,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
PIKEVIEW HIGH SCHOOL,051509,Secondary,high,671.375,0,0,0,0,0,0,0,0,0,0,200.875,171.3125,150.1875,149,0,0,0,671.375,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
COMPASS VIRTUAL ACADEMY,051599,Alternative,alternative,43.5,0,0,0,0,0,0,0,1,5.5,6.5,14,9,4.5,3,1,13,13,30.5,0.022988506,0.2988505747126437,0.2988505747126437,0.7011494252873564,TRUE,FALSE,TRUE,high,alternative,unchanged: last_reported_type or name-inferred type is Alternative
ELK GARDEN SCHOOL,053101,Elementary,,78.6875,11.1875,13.4375,13.1875,13.25,13.1875,12.5625,1.875,0,0,0,0,0,0,0,78.6875,78.6875,1.875,0,1,1,0.023828435,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
KEYSER MIDDLE SCHOOL,053103,Middle,middle,770.9375,0,19.375,19.375,17.5625,17.5,16.875,160.75,173,172.75,173.75,0,0,0,0,424.4375,770.9375,680.25,0,0.5505472233481962,1,0.8823672476692339,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
BURLINGTON PRIMARY,053201,Elementary,elementary,118.0625,15.25,18.875,19.1875,19.3125,19.9375,20.75,4.75,0,0,0,0,0,0,0,118.0625,118.0625,4.75,0,1,1,0.040232927,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
FORT ASHBY PRIMARY SCHOOL,053202,Primary,elementary,207,1.6428571428571428,69.14285714285714,68.28571428571429,67.92857142857143,0,0,0,0,0,0,0,0,0,0,207,207,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
FOUNTAIN PRIMARY SCHOOL,053203,Elementary,elementary,120,18.1875,20,20.0625,20.25,20.5,21,0,0,0,0,0,0,0,0,120,120,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
NEW CREEK PRIMARY SCHOOL,053205,Elementary,elementary,128.75,15.3125,20.9375,21.875,22.0625,22,22.0625,4.5,0,0,0,0,0,0,0,128.75,128.75,4.5,0,1,1,0.034951456,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WILEY FORD PRIMARY SCHOOL,053208,Primary,elementary,181.8571428571429,40.85714285714285,48.85714285714285,46.285714285714285,45.142857142857146,0.5,0.2142857142857142,0,0,0,0,0,0,0,0,181.8571428571429,181.8571428571429,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Primary
KEYSER HEADSTART,053209,,,93.66666666666669,93.66666666666669,0,0,0,0,0,0,0,0,0,0,0,0,0,93.66666666666669,93.66666666666669,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: nan)
KEYSER PRIMARY SCHOOL,053210,Elementary,elementary,574.8461538461538,91.15384615384616,97.76923076923076,98.15384615384616,95.07692307692308,96.92307692307692,95.76923076923076,0,0,0,0,0,0,0,0,574.8461538461538,574.8461538461538,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
FRANKFORT ELEMENTARY SCHOOL,053211,Elementary,elementary,705.5,97.5,118,119,115.5,123.5,132,0,0,0,0,0,0,0,0,705.5,705.5,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
FRANKFORT MIDDLE SCHOOL,053302,Middle,middle,505.875,0,0,0,0,0,0.0625,122.875,125.375,128.375,129.1875,0,0,0,0,248.3125,505.875,505.8125,0,0.490857425,1,0.999876452,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
FRANKFORT INTERMEDIATE SCHOOL,053303,Elementary,middle,290.1428571428572,56.35714285714285,0,0.2142857142857142,0.5,115.5,117.57142857142856,0,0,0,0,0,0,0,0,290.1428571428571,290.1428571428571,0,0,0.9999999999999998,0.9999999999999998,0,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary; inferred_type=middle (name-based) overridden — grade data confirms elementary
FRANKFORT HIGH SCHOOL,053501,Secondary,high,516.0625,0,0,0,0,0,0,0,0,0,0,137,130.125,125.75,123.1875,0,0,0,516.0625,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
KEYSER HIGH SCHOOL,053503,Secondary,high,676.75,0,0,0,0,0,0,0,0,0,0,183.25,170.1875,159.4375,163.875,0,0,0,676.75,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
MINERAL COUNTY ALTERNATIVE PROGRAM,053601,Alternative,alternative,10.3,0,0,0,0,0,0,0.1,0.1,0.9,1.5,2.4,1.7,0.9,0.7,0.2,2.6,2.6,5.7,0.019417476,0.2524271844660194,0.2524271844660194,0.5533980582524272,TRUE,FALSE,TRUE,high,alternative,unchanged: last_reported_type or name-inferred type is Alternative
LENORE K-8 SCHOOL,054101,Middle,elementary + middle,496.25,28.6875,40,41.0625,41.375,42.0625,43.5625,56.875,68.1875,67.0625,67.375,0,0,0,0,361.8125,496.25,259.5,0,0.7290931989924433,1,0.5229219143576826,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
BURCH ELEMENTARY SCHOOL,054201,,elementary,374.6666666666667,45.16666666666666,58.5,60.333333333333336,58.833333333333336,64.66666666666667,65.83333333333333,10.666666666666666,10.666666666666666,0,0,0,0,0,0,374.6666666666667,374.6666666666667,21.33333333333333,0,1,1,0.056939502,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
DINGESS ELEMENTARY SCHOOL,054207,Elementary,elementary,152.125,20,24.5625,25.25,24,24,22.9375,11.375,0,0,0,0,0,0,0,152.125,152.125,11.375,0,1,1,0.074774035,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
GILBERT ELEMENTARY SCHOOL,054210,,elementary,345.5,48.375,60.25,57.5,56.25,54.5,53.375,9.25,6,0,0,0,0,0,0,345.5,345.5,15.25,0,1,1,0.044138929,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
RIVERSIDE ELEMENTARY SCHOOL,054221,,elementary,341,48.333333333333336,66,62.333333333333336,55.333333333333336,52.66666666666666,56.333333333333336,0,0,0,0,0,0,0,0,341,341,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
MATEWAN ELEMENTARY SCHOOL,054222,,elementary,281.6666666666667,38.66666666666666,50.333333333333336,49,46.66666666666666,46.333333333333336,50.66666666666666,0,0,0,0,0,0,0,0,281.6666666666667,281.6666666666667,0,0,1,1,0,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
KERMIT AREA SCHOOL (K-8),054223,Middle,elementary + middle,296.8125,22.375,31.4375,32,30.5,30.8125,30.3125,29.0625,30,29.5,30.8125,0,0,0,0,236.5,296.8125,119.375,0,0.7967993261739313,1,0.4021899347230996,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
WILLIAMSON PK-8,054402,Middle,elementary + middle,458.3125,38.8125,47.0625,44.6875,42.8125,41.75,42.3125,53.875,49.875,49.75,47.375,0,0,0,0,361.1875,458.3125,200.875,0,0.7880812764216555,1,0.4382926496658939,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
MATEWAN PK-8,054403,Middle,elementary + middle,393.375,27.25,36.625,36.75,36.5625,36.5,35.75,46.5,46,45.9375,45.5,0,0,0,0,301.9375,393.375,183.9375,0,0.7675564029234191,1,0.4675881792183031,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
BURCH MIDDLE SCHOOL,054406,Middle,middle,408.8666666666667,24.53333333333333,33.13333333333333,34.93333333333333,34.666666666666664,33.06666666666667,31.933333333333334,52.333333333333336,54.93333333333333,55.06666666666667,54.266666666666666,0,0,0,0,299.5333333333333,408.8666666666667,216.6,0,0.732594163,1,0.5297570520136964,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
GILBERT MIDDLE SCHOOL,054407,Middle,middle,329.26666666666665,20,22,23.666666666666668,22.666666666666668,21.2,22.066666666666663,47.73333333333333,48.53333333333333,50,51.4,0,0,0,0,227.86666666666667,329.26666666666665,197.66666666666663,0,0.6920429236687589,1,0.6003239522170479,0,TRUE,TRUE,FALSE,elementary_middle,elementary_middle,last_reported=Middle but inferred_grade_type=elementary_middle; corrected to elementary_middle
BURCH HIGH SCHOOL,054501,,high,351,0,0,0,0,0,0,0,0,49,60,70,76,50,46,0,109,109,242,0,0.3105413105413105,0.3105413105413105,0.6894586894586895,TRUE,FALSE,TRUE,high,high,no last_reported_type; inferred_grade_type=high (name: high)
GILBERT HIGH SCHOOL,054502,,high,365,0,0,0,0,0,0,0,0,69,56,71,56,56,57,0,125,125,240,0,0.3424657534246575,0.3424657534246575,0.6575342465753424,TRUE,FALSE,TRUE,high,high,no last_reported_type; inferred_grade_type=high (name: high)
MATEWAN HIGH SCHOOL,054505,,high,196,0,0,0,0,0,0,0,0,0,0,43,51,45,57,0,0,0,196,0,0,0,1,FALSE,FALSE,TRUE,high,high,no last_reported_type; inferred_grade_type=high (name: high)
WILLIAMSON HIGH SCHOOL,054506,,high,176,0,0,0,0,0,0,0,0,0,0,47,43,44,42,0,0,0,176,0,0,0,1,FALSE,FALSE,TRUE,high,high,no last_reported_type; inferred_grade_type=high (name: high)
TUG VALLEY HIGH SCHOOL,054507,Secondary,high,371.25,0,0,0,0,0,0,0,0,0,0,112.6875,98.1875,83.0625,77.3125,0,0,0,371.25,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
MINGO CENTRAL COMPREHENSIVE HIGH SCHOOL,054508,Secondary,high,693.8666666666667,0,0,0,0,0,0,0,0,0,0,188.06666666666663,177.4,166.93333333333334,161.46666666666667,0,0,0,693.8666666666667,0,0,0,1,FALSE,FALSE,TRUE,high,high,last_reported=Secondary
MINGO CAREER & TECHNICAL CENTER,054701,,,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,1,FALSE,FALSE,TRUE,high,high,no last_reported_type; inferred_grade_type=high (name: nan)
BROOKHAVEN ELEMENTARY,056203,Elementary,elementary,563.1875,81.1875,81.625,81.5625,80.6875,81.3125,79.5625,77.25,0,0,0,0,0,0,0,563.1875,563.1875,77.25,0,1,1,0.1371656863833092,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
RIDGEDALE ELEMENTARY,056204,Elementary,elementary,476.6875,65.25,68.9375,69.8125,69.3125,67.875,68.1875,67.3125,0,0,0,0,0,0,0,476.6875,476.6875,67.3125,0,1,1,0.1412088632489838,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
EASTON ELEMENTARY SCHOOL (CLSD 2013),056210,,elementary,242.33333333333331,81,39,30.666666666666668,24.666666666666668,22,23.33333333333333,21.666666666666668,0,0,0,0,0,0,0,242.33333333333331,242.33333333333331,21.666666666666668,0,1,1,0.089408528,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
NORTH ELEMENTARY SCHOOL,056220,Elementary,elementary,686.0625,60.75,98,99.375,98.6875,97.8125,114.6875,116.75,0,0,0,0,0,0,0,686.0625,686.0625,116.75,0,1,1,0.1701740001821991,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SUNCREST ELEMENTARY SCHOOL,056226,Elementary,elementary,424.5,65.5,69.375,67.9375,66.125,64.375,48,43.1875,0,0,0,0,0,0,0,424.5,424.5,43.1875,0,1,1,0.1017373380447585,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
WOODBURN ELEMENTARY SCHOOL  (CLSD 2013),056230,,elementary,282.3333333333333,35,47,45,44.66666666666666,44.66666666666666,33,33,0,0,0,0,0,0,0,282.3333333333333,282.3333333333333,33,0,1,1,0.1168831168831169,0,FALSE,TRUE,FALSE,elementary,elementary,no last_reported_type; inferred_grade_type=elementary (name: elementary)
CHEAT LAKE ELEMENTARY SCHOOL,056232,Elementary,elementary,805.125,58.3125,119.875,122.6875,124.25,126.0625,126.625,127.3125,0,0,0,0,0,0,0,805.125,805.125,127.3125,0,1,1,0.1581276199347927,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MOUNTAINVIEW ELEMENTARY,056233,Elementary,elementary,717.6875,80.625,109.0625,106.125,107.125,104.5625,105.0625,105.125,0,0,0,0,0,0,0,717.6875,717.6875,105.125,0,1,1,0.146477401,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MASON DIXON  ELEMENTARY,056236,Elementary,elementary,322.3125,33.5625,45.375,46.9375,47.25,49.25,50.25,49.6875,0,0,0,0,0,0,0,322.3125,322.3125,49.6875,0,1,1,0.1541593949970913,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
SKYVIEW ELEMENTARY,056240,Elementary,elementary,452.6875,62.5625,64.5625,65.25,65.8125,65,64,65.5,0,0,0,0,0,0,0,452.6875,452.6875,65.5,0,1,1,0.1446914262046113,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
MYLAN PARK ELEMENTARY,056241,Elementary,elementary,478.1875,57.6875,70.125,69.625,69.6875,69.8125,71.375,69.875,0,0,0,0,0,0,0,478.1875,478.1875,69.875,0,1,1,0.14612469,0,FALSE,TRUE,FALSE,elementary,elementary,last_reported=Elementary
