local_school_id,year,district_code,District,school_code,school_name,Enrollment,school_type,reported_type,inferred_type_from_grades,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
26407,2018,26,Greenbrier,407,Western Greenbrier Middle School,301.0,Middle,,Middle,,,,,,,,102.0,101.0,98.0,,,,
26501,2018,26,Greenbrier,501,Greenbrier East High School,1126.0,Secondary,,Secondary,15.0,,,,,,,,,,302.0,294.0,257.0,258.0
26502,2018,26,Greenbrier,502,Greenbrier West High School,376.0,Secondary,,Secondary,,,,,,,,,,,94.0,92.0,94.0,96.0
28201,2018,28,Hampshire,201,Augusta Elementary School,286.0,Elementary,,Elementary,17.0,38.0,43.0,46.0,49.0,43.0,50.0,,,,,,,
28204,2018,28,Hampshire,204,John J. Cornwell School,110.0,Elementary,,Elementary,18.0,21.0,17.0,19.0,9.0,15.0,11.0,,,,,,,
28206,2018,28,Hampshire,206,Romney Elementary School,403.0,Elementary,,Elementary,61.0,67.0,46.0,63.0,67.0,43.0,56.0,,,,,,,
28207,2018,28,Hampshire,207,Slanesville Elementary School,223.0,Elementary,,Elementary,19.0,30.0,27.0,28.0,43.0,37.0,39.0,,,,,,,
28208,2018,28,Hampshire,208,Springfield-Green Spring Elementary School,122.0,Elementary,,Elementary,20.0,19.0,20.0,16.0,15.0,18.0,14.0,,,,,,,
28209,2018,28,Hampshire,209,Capon Bridge Elementary School,343.0,Elementary,,Elementary,18.0,40.0,57.0,45.0,42.0,62.0,79.0,,,,,,,
28401,2018,28,Hampshire,401,Capon Bridge Middle School,290.0,Middle,,Middle,,,,,,,,95.0,100.0,95.0,,,,
28402,2018,28,Hampshire,402,Romney Middle School,380.0,Middle,,Middle,,,,,,,,128.0,139.0,113.0,,,,
28501,2018,28,Hampshire,501,Hampshire Senior High School,996.0,Secondary,,Secondary,,,,,,,,,,,257.0,235.0,229.0,275.0
29208,2018,29,Hancock,208,New Manchester Elementary School,310.0,Elementary,,Elementary,53.0,53.0,46.0,50.0,56.0,52.0,,,,,,,,
29210,2018,29,Hancock,210,A. T. Allison Elementary School,424.0,Elementary,,Elementary,34.0,74.0,69.0,84.0,88.0,75.0,,,,,,,,
29211,2018,29,Hancock,211,Weirton Elementary,957.0,Elementary,,Elementary,148.0,149.0,147.0,169.0,169.0,175.0,,,,,,,,
29301,2018,29,Hancock,301,Weir Middle School,650.0,Middle,,Middle,,,,,,,147.0,160.0,183.0,160.0,,,,
29303,2018,29,Hancock,303,Oak Glen Middle School,552.0,Middle,,Middle,,,,,,,127.0,130.0,136.0,159.0,,,,
29501,2018,29,Hancock,501,Oak Glen High School,539.0,Secondary,,Secondary,,,,,,,,,,,168.0,134.0,130.0,107.0
29502,2018,29,Hancock,502,Weir High School,654.0,Secondary,,Secondary,,,,,,,,,,,174.0,192.0,147.0,141.0
31202,2018,31,Hardy,202,Moorefield Elementary School,479.0,Primary,,Primary,106.0,137.0,121.0,115.0,,,,,,,,,,
31204,2018,31,Hardy,204,East Hardy Early/Middle School,498.0,Middle,,Middle,36.0,46.0,50.0,48.0,50.0,56.0,48.0,54.0,51.0,59.0,,,,
31205,2018,31,Hardy,205,Moorefield Intermediate School,401.0,Elementary,,Elementary,,,,,122.0,120.0,159.0,,,,,,,
31301,2018,31,Hardy,301,Moorefield Middle School,335.0,Middle,,Middle,,,,,,,,108.0,112.0,115.0,,,,
31501,2018,31,Hardy,501,East Hardy High School,232.0,Secondary,,Secondary,,,,,,,,,,,73.0,54.0,63.0,42.0
31502,2018,31,Hardy,502,Moorefield High School,409.0,Secondary,,Secondary,,,,,,,,,,,118.0,108.0,94.0,89.0
33201,2018,33,Harrison,201,Adamston Elementary School,275.0,Elementary,,Elementary,32.0,43.0,39.0,47.0,38.0,43.0,33.0,,,,,,,
33208,2018,33,Harrison,208,Johnson Elementary School,563.0,Elementary,,Elementary,,80.0,99.0,84.0,93.0,100.0,107.0,,,,,,,
33210,2018,33,Harrison,210,Lost Creek Elementary School,186.0,Elementary,,Elementary,23.0,23.0,29.0,27.0,22.0,35.0,27.0,,,,,,,
33211,2018,33,Harrison,211,Lumberport Elementary School,281.0,Elementary,,Elementary,22.0,45.0,40.0,45.0,41.0,42.0,46.0,,,,,,,
33213,2018,33,Harrison,213,North View Elementary School,340.0,Elementary,,Elementary,63.0,46.0,36.0,47.0,46.0,47.0,55.0,,,,,,,
33214,2018,33,Harrison,214,Norwood Elementary School,352.0,Elementary,,Elementary,59.0,46.0,43.0,49.0,50.0,56.0,49.0,,,,,,,
33220,2018,33,Harrison,220,Simpson Elementary School,458.0,Elementary,,Elementary,49.0,66.0,73.0,71.0,63.0,62.0,74.0,,,,,,,
33225,2018,33,Harrison,225,West Milford Elementary School,437.0,Elementary,,Elementary,46.0,54.0,64.0,64.0,74.0,64.0,71.0,,,,,,,
33226,2018,33,Harrison,226,Wilsonburg Elementary School,225.0,Elementary,,Elementary,32.0,33.0,35.0,33.0,26.0,38.0,28.0,,,,,,,
33231,2018,33,Harrison,231,Big Elm Elementary School,716.0,Elementary,,Elementary,100.0,114.0,88.0,92.0,123.0,94.0,105.0,,,,,,,
33232,2018,33,Harrison,232,Nutter Fort Primary School,631.0,Primary,,Primary,146.0,178.0,159.0,148.0,,,,,,,,,,
33233,2018,33,Harrison,233,Nutter Fort Intermediate School,512.0,Elementary,,Elementary,,,,,180.0,178.0,154.0,,,,,,,
33234,2018,33,Harrison,234,Salem Elementary,268.0,Elementary,,Elementary,38.0,38.0,35.0,43.0,40.0,40.0,34.0,,,,,,,
33303,2018,33,Harrison,303,Bridgeport Middle School,609.0,Middle,,Middle,,,,,,,,182.0,215.0,212.0,,,,
33304,2018,33,Harrison,304,Lumberport Middle School,493.0,Middle,,Middle,,,,,,,,159.0,175.0,159.0,,,,
33307,2018,33,Harrison,307,Washington-Irving Middle School,588.0,Middle,,Middle,,,,,,,,216.0,175.0,197.0,,,,
33308,2018,33,Harrison,308,South Harrison Middle School,279.0,Middle,,Middle,,,,,,,,85.0,100.0,94.0,,,,
33309,2018,33,Harrison,309,Mountaineer Middle School,406.0,Middle,,Middle,,,,,,,,132.0,152.0,122.0,,,,
33310,2018,33,Harrison,310,Harrison County Transitional School Middle,15.0,Middle,,Middle,,,,,,,,1.0,6.0,8.0,,,,
33501,2018,33,Harrison,501,Bridgeport High School,790.0,Secondary,,Secondary,,,,,,,,,,,209.0,201.0,214.0,166.0
33502,2018,33,Harrison,502,Liberty High School,551.0,Secondary,,Secondary,,,,,,,,,,,181.0,143.0,110.0,117.0
33503,2018,33,Harrison,503,Lincoln High School,559.0,Secondary,,Secondary,,,,,,,,,,,161.0,142.0,131.0,125.0
33505,2018,33,Harrison,505,South Harrison High School,356.0,Secondary,,Secondary,,,,,,,,,,,80.0,89.0,90.0,97.0
33506,2018,33,Harrison,506,Robert C. Byrd High School,726.0,Secondary,,Secondary,,,,,,,,,,,198.0,177.0,179.0,172.0
33507,2018,33,Harrison,507,United High School,112.0,Secondary,,Secondary,,,,,,,,,,,13.0,26.0,39.0,34.0
33509,2018,33,Harrison,509,Harrison County Transitional High School,25.0,Secondary,,Secondary,,,,,,,,,,,13.0,5.0,3.0,4.0
35201,2018,35,Jackson,201,Cottageville Elementary School,147.0,Elementary,,Elementary,21.0,23.0,24.0,18.0,19.0,25.0,17.0,,,,,,,
35203,2018,35,Jackson,203,Evans Elementary School,183.0,Elementary,,Elementary,14.0,32.0,23.0,28.0,32.0,32.0,22.0,,,,,,,
35204,2018,35,Jackson,204,Fairplain Elementary School,186.0,Elementary,,Elementary,31.0,25.0,27.0,26.0,22.0,23.0,32.0,,,,,,,
35205,2018,35,Jackson,205,Gilmore Elementary School,240.0,Elementary,,Elementary,20.0,33.0,35.0,36.0,39.0,46.0,31.0,,,,,,,
35206,2018,35,Jackson,206,Kenna Elementary School,286.0,Elementary,,Elementary,36.0,33.0,41.0,36.0,48.0,46.0,46.0,,,,,,,
35207,2018,35,Jackson,207,Henry J. Kaiser Elementary School,352.0,Primary,,Primary,81.0,89.0,97.0,85.0,,,,,,,,,,
35208,2018,35,Jackson,208,Ravenswood Grade School,280.0,Elementary,,Elementary,,,,,88.0,94.0,98.0,,,,,,,
35209,2018,35,Jackson,209,Ripley Elementary School,608.0,Elementary,,Elementary,64.0,86.0,71.0,92.0,94.0,93.0,108.0,,,,,,,
35301,2018,35,Jackson,301,Ravenswood Middle School,329.0,Middle,,Middle,,,,,,,,98.0,128.0,103.0,,,,
35302,2018,35,Jackson,302,Ripley Middle School,674.0,Middle,,Middle,,,,,,,,228.0,218.0,228.0,,,,
35501,2018,35,Jackson,501,Ravenswood High School,445.0,Secondary,,Secondary,,,,,,,,,,,126.0,120.0,103.0,96.0
35502,2018,35,Jackson,502,Ripley High School,924.0,Secondary,,Secondary,,,,,,,,,,,258.0,252.0,217.0,197.0
37201,2018,37,Jefferson,201,Blue Ridge Elementary School,474.0,Elementary,,Elementary,54.0,66.0,82.0,60.0,58.0,75.0,79.0,,,,,,,
37202,2018,37,Jefferson,202,North Jefferson Elementary,314.0,Elementary,,Elementary,77.0,45.0,43.0,43.0,39.0,30.0,37.0,,,,,,,
37203,2018,37,Jefferson,203,Page Jackson Elementary,392.0,Primary,,Primary,6.0,139.0,124.0,123.0,,,,,,,,,,
37204,2018,37,Jefferson,204,Ranson Elementary School,365.0,Elementary,,Elementary,1.0,58.0,71.0,69.0,48.0,61.0,57.0,,,,,,,
37205,2018,37,Jefferson,205,Shepherdstown Elementary School,435.0,Elementary,,Elementary,2.0,69.0,70.0,75.0,67.0,72.0,80.0,,,,,,,
37206,2018,37,Jefferson,206,C.W. Shipley Elementary School,444.0,Elementary,,Elementary,3.0,81.0,69.0,74.0,73.0,69.0,75.0,,,,,,,
37207,2018,37,Jefferson,207,South Jefferson Elementary School,494.0,Elementary,,Elementary,20.0,69.0,66.0,82.0,99.0,71.0,87.0,,,,,,,
37208,2018,37,Jefferson,208,Wright Denny Intermediate School,417.0,Elementary,,Elementary,,,,,133.0,142.0,142.0,,,,,,,
37209,2018,37,Jefferson,209,T. A. Lowery Elementary School,551.0,Elementary,,Elementary,122.0,68.0,75.0,70.0,72.0,53.0,91.0,,,,,,,
37210,2018,37,Jefferson,210,Driswood Elementary School,477.0,Elementary,,Elementary,51.0,62.0,59.0,73.0,70.0,78.0,84.0,,,,,,,
37401,2018,37,Jefferson,401,Charles Town Middle School,669.0,Middle,,Middle,,,,,,,,213.0,208.0,248.0,,,,
37402,2018,37,Jefferson,402,Harpers Ferry Middle School,640.0,Middle,,Middle,,,,,,,,207.0,217.0,216.0,,,,
37403,2018,37,Jefferson,403,Shepherdstown Middle School,361.0,Middle,,Middle,,,,,,,,115.0,140.0,106.0,,,,
37404,2018,37,Jefferson,404,Wildwood Middle School,395.0,Middle,,Middle,,,,,,,,127.0,129.0,139.0,,,,
37501,2018,37,Jefferson,501,Jefferson High School,1484.0,Secondary,,Secondary,,,,,,,,,,,357.0,406.0,384.0,337.0
37502,2018,37,Jefferson,502,Washington High School,1261.0,Secondary,,Secondary,,,,,,,,,,,353.0,323.0,290.0,295.0
39201,2018,39,Kanawha,201,Alban Elementary School,328.0,Elementary,,Elementary,18.0,35.0,55.0,59.0,55.0,50.0,56.0,,,,,,,
39202,2018,39,Kanawha,202,Alum Creek Elementary School,187.0,Elementary,,Elementary,18.0,27.0,26.0,28.0,22.0,33.0,33.0,,,,,,,
39203,2018,39,Kanawha,203,Andrews Heights Elementary School,298.0,Elementary,,Elementary,49.0,48.0,46.0,38.0,37.0,50.0,30.0,,,,,,,
39204,2018,39,Kanawha,204,Anne Bailey Elementary School,273.0,Elementary,,Elementary,34.0,42.0,31.0,40.0,47.0,40.0,39.0,,,,,,,
39206,2018,39,Kanawha,206,Belle Elementary School,255.0,Elementary,,Elementary,17.0,41.0,41.0,40.0,45.0,44.0,27.0,,,,,,,
39211,2018,39,Kanawha,211,Bridge Elementary School,107.0,Elementary,,Elementary,15.0,13.0,16.0,14.0,14.0,16.0,19.0,,,,,,,
39213,2018,39,Kanawha,213,Cedar Grove Elementary School,215.0,Elementary,,Elementary,20.0,30.0,28.0,27.0,43.0,43.0,24.0,,,,,,,
39214,2018,39,Kanawha,214,Central Elementary School,399.0,Elementary,,Elementary,79.0,60.0,48.0,52.0,56.0,57.0,47.0,,,,,,,
39215,2018,39,Kanawha,215,Chamberlain Elementary School,224.0,Elementary,,Elementary,20.0,38.0,28.0,29.0,26.0,41.0,42.0,,,,,,,
39218,2018,39,Kanawha,218,Chesapeake Elementary School,154.0,Elementary,,Elementary,17.0,18.0,21.0,24.0,24.0,30.0,20.0,,,,,,,
39219,2018,39,Kanawha,219,Clendenin Elementary School,279.0,Elementary,,Elementary,27.0,37.0,38.0,46.0,43.0,47.0,41.0,,,,,,,
39220,2018,39,Kanawha,220,Cross Lanes Elementary School,340.0,Elementary,,Elementary,57.0,52.0,50.0,43.0,48.0,49.0,41.0,,,,,,,
39222,2018,39,Kanawha,222,Dunbar Primary Center,299.0,Primary,,Primary,36.0,88.0,87.0,88.0,,,,,,,,,,
39226,2018,39,Kanawha,226,Flinn Elementary School,494.0,Elementary,,Elementary,1.0,98.0,93.0,90.0,106.0,106.0,,,,,,,,
39231,2018,39,Kanawha,231,Grandview Elementary School,220.0,Elementary,,Elementary,32.0,36.0,34.0,27.0,27.0,38.0,26.0,,,,,,,
39234,2018,39,Kanawha,234,Holz Elementary School,262.0,Elementary,,Elementary,32.0,38.0,41.0,45.0,35.0,31.0,40.0,,,,,,,
39235,2018,39,Kanawha,235,Kanawha City Elementary School,272.0,Elementary,,Elementary,19.0,30.0,38.0,51.0,42.0,44.0,48.0,,,,,,,
39237,2018,39,Kanawha,237,Kenna Elementary School,178.0,Elementary,,Elementary,16.0,25.0,27.0,23.0,20.0,31.0,36.0,,,,,,,
39239,2018,39,Kanawha,239,Lakewood Elementary School,290.0,Elementary,,Elementary,36.0,36.0,46.0,40.0,43.0,41.0,48.0,,,,,,,
39241,2018,39,Kanawha,241,Malden Elementary School,232.0,Elementary,,Elementary,38.0,30.0,39.0,25.0,32.0,34.0,34.0,,,,,,,
39242,2018,39,Kanawha,242,Marmet Elementary School,141.0,Elementary,,Elementary,15.0,21.0,20.0,12.0,17.0,32.0,24.0,,,,,,,
39243,2018,39,Kanawha,243,Mary Ingles Elementary School,158.0,Elementary,,Elementary,18.0,28.0,30.0,22.0,18.0,17.0,25.0,,,,,,,
39244,2018,39,Kanawha,244,Midland Trail Elementary School,228.0,Elementary,,Elementary,17.0,29.0,37.0,27.0,40.0,41.0,37.0,,,,,,,
39246,2018,39,Kanawha,246,Montrose Elementary School,266.0,Elementary,,Elementary,18.0,38.0,35.0,38.0,39.0,48.0,50.0,,,,,,,
39248,2018,39,Kanawha,248,Nitro Elementary School,414.0,Elementary,,Elementary,57.0,59.0,54.0,55.0,68.0,52.0,69.0,,,,,,,
39250,2018,39,Kanawha,250,Overbrook Elementary School,393.0,Elementary,,Elementary,15.0,57.0,62.0,63.0,60.0,57.0,79.0,,,,,,,
39253,2018,39,Kanawha,253,Pinch Elementary School,353.0,Elementary,,Elementary,20.0,60.0,61.0,50.0,57.0,47.0,58.0,,,,,,,
39254,2018,39,Kanawha,254,Point Harmony Elementary School,576.0,Elementary,,Elementary,,78.0,89.0,79.0,113.0,118.0,99.0,,,,,,,
39255,2018,39,Kanawha,255,Pratt Elementary School,197.0,Elementary,,Elementary,19.0,24.0,23.0,30.0,24.0,46.0,31.0,,,,,,,
39257,2018,39,Kanawha,257,Richmond Elementary School,284.0,Elementary,,Elementary,30.0,44.0,43.0,36.0,50.0,42.0,39.0,,,,,,,
39260,2018,39,Kanawha,260,Ruffner Elementary School,285.0,Elementary,,Elementary,19.0,49.0,50.0,50.0,44.0,41.0,32.0,,,,,,,
39261,2018,39,Kanawha,261,Ruthlawn Elementary School,258.0,Elementary,,Elementary,35.0,36.0,31.0,35.0,35.0,44.0,42.0,,,,,,,
39262,2018,39,Kanawha,262,Sharon Dawes Elementary School,169.0,Elementary,,Elementary,15.0,21.0,26.0,20.0,24.0,27.0,36.0,,,,,,,
39263,2018,39,Kanawha,263,Shoals Elementary School,227.0,Elementary,,Elementary,17.0,36.0,34.0,34.0,37.0,33.0,36.0,,,,,,,
39264,2018,39,Kanawha,264,Sissonville Elementary School,266.0,Elementary,,Elementary,70.0,39.0,39.0,40.0,39.0,39.0,,,,,,,,
39275,2018,39,Kanawha,275,Weberwood Elementary School,238.0,Elementary,,Elementary,16.0,41.0,42.0,27.0,36.0,31.0,45.0,,,,,,,
39276,2018,39,Kanawha,276,George C. Weimer Elementary School,174.0,Elementary,,Elementary,40.0,23.0,18.0,12.0,20.0,36.0,25.0,,,,,,,
39278,2018,39,Kanawha,278,Shawnee Community Center,58.0,Primary,,Primary,58.0,,,,,,,,,,,,,
39279,2018,39,Kanawha,279,Elk Elementary Center,541.0,Elementary,,Elementary,85.0,84.0,78.0,75.0,56.0,77.0,86.0,,,,,,,
39280,2018,39,Kanawha,280,Bridgeview Elementary School,474.0,Elementary,,Elementary,39.0,67.0,71.0,67.0,77.0,77.0,76.0,,,,,,,
39282,2018,39,Kanawha,282,Piedmont Year-Round Education,387.0,Elementary,,Elementary,89.0,63.0,55.0,47.0,53.0,38.0,42.0,,,,,,,
39283,2018,39,Kanawha,283,Dunbar Intermediate Center,281.0,Elementary,,Elementary,17.0,,,,91.0,89.0,84.0,,,,,,,
39284,2018,39,Kanawha,284,Mary C. Snow West Side Elementary School,392.0,Elementary,,Elementary,34.0,74.0,58.0,66.0,55.0,47.0,58.0,,,,,,,
39285,2018,39,Kanawha,285,Edgewood Elementary,446.0,Elementary,,Elementary,64.0,70.0,58.0,62.0,68.0,60.0,64.0,,,,,,,
39401,2018,39,Kanawha,401,John Adams Middle School,751.0,Middle,,Middle,,,,,,,,250.0,259.0,242.0,,,,
39402,2018,39,Kanawha,402,Andrew Jackson Middle School,586.0,Middle,,Middle,,,,,,,,189.0,209.0,188.0,,,,
39403,2018,39,Kanawha,403,Cedar Grove Middle School,175.0,Middle,,Middle,,,,,,,,61.0,69.0,45.0,,,,
39405,2018,39,Kanawha,405,Dunbar Middle School,392.0,Middle,,Middle,,,,,,,,142.0,114.0,136.0,,,,
39406,2018,39,Kanawha,406,Du Pont Middle School,330.0,Middle,,Middle,,,,,,,,103.0,113.0,114.0,,,,
39407,2018,39,Kanawha,407,East Bank Middle School,402.0,Middle,,Middle,,,,,,,,124.0,145.0,133.0,,,,
39408,2018,39,Kanawha,408,Elkview Middle School,637.0,Middle,,Middle,,,,,,,,215.0,199.0,223.0,,,,
39409,2018,39,Kanawha,409,Hayes Middle School,454.0,Middle,,Middle,,,,,,,,136.0,135.0,183.0,,,,
39410,2018,39,Kanawha,410,Horace Mann Middle School,529.0,Middle,,Middle,,,,,,,,159.0,177.0,193.0,,,,
39413,2018,39,Kanawha,413,McKinley Middle School,310.0,Middle,,Middle,,,,,,,,106.0,103.0,101.0,,,,
39417,2018,39,Kanawha,417,Sissonville Middle School,615.0,Middle,,Middle,,,,,,,142.0,166.0,140.0,167.0,,,,
39418,2018,39,Kanawha,418,South Charleston Middle School,339.0,Middle,,Middle,,,,,,,,116.0,111.0,112.0,,,,
39421,2018,39,Kanawha,421,Stonewall Jackson Middle School,427.0,Middle,,Middle,,,,,,,,125.0,149.0,153.0,,,,
39506,2018,39,Kanawha,506,George Washington High School,1130.0,Secondary,,Secondary,,,,,,,,,,,328.0,278.0,272.0,252.0
39507,2018,39,Kanawha,507,Herbert Hoover High School,772.0,Secondary,,Secondary,,,,,,,,,,,229.0,182.0,169.0,192.0
39508,2018,39,Kanawha,508,Nitro High School,787.0,Secondary,,Secondary,,,,,,,,,,,228.0,175.0,186.0,198.0
39509,2018,39,Kanawha,509,Saint Albans High School,1028.0,Secondary,,Secondary,,,,,,,,,,,329.0,275.0,213.0,211.0
39510,2018,39,Kanawha,510,Sissonville High School,591.0,Secondary,,Secondary,,,,,,,,,,,180.0,134.0,147.0,130.0
39511,2018,39,Kanawha,511,South Charleston High School,952.0,Secondary,,Secondary,,,,,,,,,,,269.0,266.0,211.0,206.0
39513,2018,39,Kanawha,513,Capital High School,1243.0,Secondary,,Secondary,,,,,,,,,,,325.0,345.0,318.0,255.0
39514,2018,39,Kanawha,514,Riverside High School,1094.0,Secondary,,Secondary,,,,,,,,,,,311.0,290.0,247.0,246.0
39599,2018,39,Kanawha,599,Chandler Academy,174.0,Secondary,,Secondary,,,,1.0,,3.0,1.0,6.0,17.0,15.0,41.0,20.0,36.0,34.0
41202,2018,41,Lewis,202,Leading Creek Elementary,157.0,Middle,,Middle,18.0,19.0,25.0,21.0,19.0,26.0,19.0,10.0,,,,,,
41205,2018,41,Lewis,205,Roanoke Elementary School,155.0,Elementary,,Elementary,19.0,26.0,28.0,24.0,30.0,28.0,,,,,,,,
41207,2018,41,Lewis,207,Peterson-Central Elementary School,505.0,Elementary,,Elementary,74.0,85.0,87.0,92.0,82.0,85.0,,,,,,,,
41208,2018,41,Lewis,208,Jane Lew Elementary School,310.0,Elementary,,Elementary,48.0,45.0,61.0,50.0,45.0,61.0,,,,,,,,
41301,2018,41,Lewis,301,Robert L. Bland Middle School,720.0,Middle,,Middle,,,,,,,208.0,180.0,176.0,156.0,,,,
41501,2018,41,Lewis,501,Lewis County High School,719.0,Secondary,,Secondary,,,,,,,,,,,210.0,172.0,170.0,167.0
43101,2018,43,Lincoln,101,Duval PK-8,521.0,Middle,,Middle,27.0,42.0,38.0,33.0,43.0,50.0,37.0,77.0,87.0,87.0,,,,
43102,2018,43,Lincoln,102,Hamlin PK-8,505.0,Middle,,Middle,40.0,43.0,51.0,44.0,55.0,55.0,40.0,58.0,65.0,54.0,,,,
43103,2018,43,Lincoln,103,Harts PK-8,375.0,Middle,,Middle,38.0,40.0,39.0,36.0,35.0,46.0,37.0,41.0,32.0,31.0,,,,
43212,2018,43,Lincoln,212,Midway Elementary School,304.0,Elementary,,Elementary,38.0,36.0,42.0,53.0,47.0,50.0,38.0,,,,,,,
43214,2018,43,Lincoln,214,Ranger Elementary School,108.0,Elementary,,Elementary,13.0,13.0,16.0,17.0,12.0,18.0,19.0,,,,,,,
43215,2018,43,Lincoln,215,West Hamlin Elementary School,511.0,Elementary,,Elementary,70.0,74.0,72.0,73.0,70.0,83.0,69.0,,,,,,,
43301,2018,43,Lincoln,301,Guyan Valley Middle School,283.0,Middle,,Middle,,,,,,,,102.0,92.0,89.0,,,,
43506,2018,43,Lincoln,506,Lincoln County High School,855.0,Secondary,,Secondary,,,,,,,,,,,265.0,198.0,173.0,219.0
45101,2018,45,Logan,101,Omar Elementary School,173.0,Elementary,,Elementary,20.0,42.0,26.0,24.0,32.0,29.0,,,,,,,,
45103,2018,45,Logan,103,Man Middle School,389.0,Middle,,Middle,,,,,,,95.0,86.0,105.0,103.0,,,,
45203,2018,45,Logan,203,Buffalo Elementary School,210.0,Elementary,,Elementary,25.0,34.0,44.0,31.0,39.0,37.0,,,,,,,,
45204,2018,45,Logan,204,Chapmanville East Elementary School,272.0,Elementary,,Elementary,27.0,45.0,54.0,50.0,48.0,48.0,,,,,,,,
45209,2018,45,Logan,209,Holden Central Elementary School,199.0,Elementary,,Elementary,25.0,31.0,38.0,32.0,34.0,39.0,,,,,,,,
45210,2018,45,Logan,210,Hugh Dingess Elementary School,107.0,Elementary,,Elementary,19.0,18.0,13.0,17.0,20.0,20.0,,,,,,,,
45211,2018,45,Logan,211,Justice Elementary School,129.0,Elementary,,Elementary,20.0,26.0,29.0,15.0,22.0,17.0,,,,,,,,
45213,2018,45,Logan,213,Logan Elementary School,293.0,Elementary,,Elementary,34.0,50.0,59.0,44.0,42.0,64.0,,,,,,,,
45217,2018,45,Logan,217,South Man Elementary School,132.0,Elementary,,Elementary,32.0,23.0,24.0,25.0,13.0,15.0,,,,,,,,
45221,2018,45,Logan,221,Verdunville Elementary School,138.0,Elementary,,Elementary,15.0,22.0,18.0,33.0,25.0,25.0,,,,,,,,
45222,2018,45,Logan,222,West Chapmanville Elementary School,431.0,Elementary,,Elementary,58.0,65.0,76.0,85.0,74.0,73.0,,,,,,,,
45227,2018,45,Logan,227,Man Elementary School,229.0,Elementary,,Elementary,25.0,42.0,36.0,34.0,45.0,47.0,,,,,,,,
45301,2018,45,Logan,301,Logan Middle School,645.0,Middle,,Middle,,,,,,,154.0,150.0,169.0,172.0,,,,
45405,2018,45,Logan,405,Chapmanville Middle School,598.0,Middle,,Middle,,,,,,,153.0,151.0,143.0,151.0,,,,
45501,2018,45,Logan,501,Chapmanville Regional High School,730.0,Secondary,,Secondary,,,,,,,,,,,191.0,193.0,182.0,164.0
45502,2018,45,Logan,502,Logan Senior High School,672.0,Secondary,,Secondary,,,,,,,,,,,167.0,178.0,168.0,159.0
45503,2018,45,Logan,503,Man Senior High School,451.0,Secondary,,Secondary,,,,,,,,,,,108.0,116.0,104.0,123.0
47101,2018,47,Marion,101,Barrackville Elementary/Middle School,347.0,Middle,,Middle,16.0,33.0,39.0,36.0,41.0,38.0,38.0,34.0,39.0,33.0,,,,
47102,2018,47,Marion,102,Rivesville Elementary/Middle School,355.0,Middle,,Middle,47.0,36.0,34.0,43.0,29.0,34.0,34.0,38.0,26.0,34.0,,,,
47205,2018,47,Marion,205,East Dale Elementary School,490.0,Elementary,,Elementary,65.0,79.0,88.0,83.0,85.0,90.0,,,,,,,,
47206,2018,47,Marion,206,East Park Elementary School,305.0,Elementary,,Elementary,25.0,61.0,49.0,57.0,60.0,53.0,,,,,,,,
47207,2018,47,Marion,207,Fairview Elementary School,171.0,Elementary,,Elementary,14.0,38.0,35.0,40.0,44.0,,,,,,,,,
47209,2018,47,Marion,209,Jayenne Elementary School,388.0,Elementary,,Elementary,67.0,69.0,60.0,64.0,65.0,63.0,,,,,,,,
47211,2018,47,Marion,211,Monongah Elementary School,354.0,Elementary,,Elementary,48.0,65.0,61.0,63.0,55.0,62.0,,,,,,,,
47212,2018,47,Marion,212,Pleasant Valley Elementary School,200.0,Elementary,,Elementary,1.0,38.0,37.0,43.0,39.0,42.0,,,,,,,,
47214,2018,47,Marion,214,Watson Elementary School,450.0,Elementary,,Elementary,114.0,77.0,69.0,64.0,59.0,67.0,,,,,,,,
47215,2018,47,Marion,215,White Hall Elementary School,226.0,Elementary,,Elementary,1.0,43.0,45.0,48.0,48.0,41.0,,,,,,,,
47216,2018,47,Marion,216,Blackshere Elementary School,344.0,Elementary,,Elementary,29.0,63.0,68.0,53.0,69.0,62.0,,,,,,,,
47302,2018,47,Marion,302,Fairview Middle School,190.0,Middle,,Middle,,,,,,41.0,41.0,38.0,39.0,31.0,,,,
47303,2018,47,Marion,303,Mannington Middle School,289.0,Middle,,Middle,18.0,,,,,,52.0,79.0,73.0,67.0,,,,
47304,2018,47,Marion,304,Monongah Middle School,221.0,Middle,,Middle,,,,,,,52.0,60.0,52.0,57.0,,,,
47306,2018,47,Marion,306,West Fairmont Middle School,655.0,Middle,,Middle,,,,,,,170.0,177.0,147.0,161.0,,,,
47402,2018,47,Marion,402,East Fairmont Junior High School,679.0,Middle,,Middle,,,,,,,160.0,176.0,164.0,179.0,,,,
47501,2018,47,Marion,501,East Fairmont High School,732.0,Secondary,,Secondary,35.0,,,,,,,,,,202.0,158.0,172.0,165.0
47502,2018,47,Marion,502,Fairmont Senior High School,842.0,Secondary,,Secondary,,,,,,,,,,,235.0,213.0,193.0,201.0
47503,2018,47,Marion,503,North Marion High School,761.0,Secondary,,Secondary,,,,,,,,,,,202.0,206.0,157.0,196.0
